certificateOfSale,parcel,saleDate
2022-C-002031,REDEEMED,
2022-C-002032,REDEEMED,
2022-C-002033,REDEEMED,
2022-C-002034,CERTIFIED,05/18/2023
2022-C-002035,CERTIFIED,05/18/2023
2022-C-002036,CERTIFIED,05/18/2023
2022-C-002037,CERTIFIED,05/18/2023
2022-C-002038,CERTIFIED,05/18/2023
2022-C-002039,CERTIFIED,05/18/2023
2022-C-002040,CERTIFIED,05/18/2023
2022-C-002041,CERTIFIED,05/18/2023
2022-C-002042,CERTIFIED,05/18/2023
2022-C-002043,REDEEMED,
2022-C-002044,REDEEMED,
2022-C-002045,CERTIFIED,05/18/2023
2022-C-002046,REDEEMED,
2022-C-002047,CERTIFIED,05/18/2023
2022-C-002048,CERTIFIED,05/18/2023
2022-C-002049,CERTIFIED,05/18/2023
2022-C-002050,REDEEMED,
2022-C-002051,CERTIFIED,05/18/2023
2022-C-002052,REDEEMED,
2022-C-002053,REDEEMED,
2022-C-002054,CERTIFIED,05/18/2023
2022-C-002055,REDEEMED,
2022-C-002056,REDEEMED,
2022-C-002057,REDEEMED,
2022-C-002058,REDEEMED,
2022-C-002059,CERTIFIED,05/18/2023
2022-C-002060,CERTIFIED,05/18/2023
2022-C-002061,CERTIFIED,05/18/2023
2022-C-002062,CERTIFIED,05/18/2023
2022-C-002063,CERTIFIED,05/18/2023
2022-C-002064,CERTIFIED,05/18/2023
2022-C-002065,REDEEMED,
2022-C-002066,REDEEMED,
2022-C-002067,CERTIFIED,05/18/2023
2022-C-002068,REDEEMED,
2022-C-002069,CERTIFIED,05/18/2023
2022-C-002070,CERTIFIED,05/18/2023
2022-C-002071,REDEEMED,
2022-C-002072,CERTIFIED,05/18/2023
2022-C-002073,REDEEMED,
2022-C-002074,CERTIFIED,05/18/2023
2022-C-002075,REDEEMED,
2022-C-002076,REDEEMED,
2022-C-002077,REDEEMED,
2022-C-002078,REDEEMED,
2022-C-002079,CERTIFIED,05/18/2023
2022-C-002080,REDEEMED,
2022-C-002081,CERTIFIED,05/18/2023
2022-C-002082,CERTIFIED,05/18/2023
2022-C-002083,CERTIFIED,05/18/2023
2022-C-002084,REDEEMED,
2022-C-002085,CERTIFIED,05/18/2023
2022-C-002086,REDEEMED,
2022-C-002087,CERTIFIED,05/18/2023
2022-C-002088,CERTIFIED,05/18/2023
2022-C-002089,CERTIFIED,05/18/2023
2022-C-002090,REDEEMED,
2022-C-002091,CERTIFIED,05/18/2023
2022-C-002092,REDEEMED,
2022-C-002093,REDEEMED,
2022-C-002094,CERTIFIED,05/18/2023
2022-C-002095,CERTIFIED,05/18/2023
2022-C-002096,REDEEMED,
2022-C-002097,REDEEMED,
2022-C-002098,CERTIFIED,05/18/2023
2022-C-002099,CERTIFIED,05/18/2023
2022-C-002100,CERTIFIED,05/18/2023
2022-C-002101,CERTIFIED,05/18/2023
2022-C-002102,CERTIFIED,05/18/2023
2022-C-002103,CERTIFIED,05/18/2023
2022-C-002104,CERTIFIED,05/18/2023
2022-C-002105,CERTIFIED,05/18/2023
2022-C-002106,CERTIFIED,05/18/2023
2022-C-002107,CERTIFIED,05/18/2023
2022-C-002108,CERTIFIED,05/18/2023
2022-C-002109,CERTIFIED,05/18/2023
2022-C-002110,CERTIFIED,05/18/2023
2022-C-002111,CERTIFIED,05/18/2023
2022-C-002112,CERTIFIED,05/18/2023
2022-C-002113,CERTIFIED,05/18/2023
2022-C-002114,CERTIFIED,05/18/2023
2022-C-002115,CERTIFIED,05/18/2023
2022-C-002116,REDEEMED,
2022-C-002117,CERTIFIED,05/18/2023
2022-C-002118,CERTIFIED,05/18/2023
2022-C-002119,CERTIFIED,05/18/2023
2022-C-002120,CERTIFIED,05/18/2023
2022-C-002121,REDEEMED,
2022-C-002122,CERTIFIED,05/18/2023
2022-C-002123,REDEEMED,
2022-C-002124,REDEEMED,
2022-C-002125,REDEEMED,
2022-C-002126,CERTIFIED,05/18/2023
2022-C-002127,REDEEMED,
2022-C-002128,REDEEMED,
2022-C-002129,REDEEMED,
2022-C-002130,REDEEMED,
2022-C-002131,REDEEMED,
2022-C-002132,REDEEMED,
2022-C-002133,CERTIFIED,05/18/2023
2022-C-002134,REDEEMED,
2022-C-002135,REDEEMED,
2022-C-002136,REDEEMED,
2022-C-002137,REDEEMED,
2022-C-002138,REDEEMED,
2022-C-002139,REDEEMED,
2022-C-002140,CERTIFIED,05/18/2023
2022-C-002141,CERTIFIED,05/18/2023
2022-C-002142,CERTIFIED,05/18/2023
2022-C-002143,CERTIFIED,05/18/2023
2022-C-002144,CERTIFIED,05/18/2023
2022-C-002145,REDEEMED,
2022-C-002146,REDEEMED,
2022-C-002147,CERTIFIED,05/18/2023
2022-C-002148,CERTIFIED,05/18/2023
2022-C-002149,REDEEMED,
2022-C-002150,CERTIFIED,05/18/2023
2022-C-002151,CERTIFIED,05/18/2023
2022-C-002152,CERTIFIED,05/18/2023
2022-C-002153,CERTIFIED,05/18/2023
2022-C-002154,REDEEMED,
2022-C-002155,REDEEMED,
2022-C-002156,CERTIFIED,05/18/2023
2022-C-002157,REDEEMED,
2022-C-002158,REDEEMED,
2022-C-002159,CERTIFIED,05/18/2023
2022-C-002160,CERTIFIED,05/18/2023
2022-C-002161,CERTIFIED,05/18/2023
2022-C-002162,CERTIFIED,05/18/2023
2022-C-002163,CERTIFIED,05/18/2023
2022-C-002164,CERTIFIED,05/18/2023
2022-C-002165,REDEEMED,
2022-C-002166,REDEEMED,
2022-C-002167,REDEEMED,
2022-C-002168,CERTIFIED,05/18/2023
2022-C-002169,CERTIFIED,05/18/2023
2022-C-002170,CERTIFIED,05/18/2023
2022-C-002171,CERTIFIED,05/18/2023
2022-C-002172,REDEEMED,
2022-C-002173,CERTIFIED,05/18/2023
2022-C-002174,CERTIFIED,05/18/2023
2022-C-002175,CERTIFIED,05/18/2023
2022-C-002176,REDEEMED,
2022-C-002177,REDEEMED,
2022-C-002178,REDEEMED,
2022-C-002179,REDEEMED,
2022-C-002180,REDEEMED,
2022-C-002181,REDEEMED,
2022-C-002182,CERTIFIED,05/18/2023
2022-C-002183,CERTIFIED,05/18/2023
2022-C-002184,CERTIFIED,05/18/2023
2022-C-002185,CERTIFIED,05/18/2023
2022-C-002186,REDEEMED,
2022-C-002187,CERTIFIED,05/18/2023
2022-C-002188,CERTIFIED,05/18/2023
2022-C-002189,CERTIFIED,05/18/2023
2022-C-002190,CERTIFIED,05/18/2023
2022-C-002191,CERTIFIED,05/18/2023
2022-C-002192,CERTIFIED,05/18/2023
2022-C-002193,REDEEMED,
2022-C-002194,CERTIFIED,05/18/2023
2022-C-002195,CERTIFIED,05/18/2023
2022-C-002196,CERTIFIED,05/18/2023
2022-C-002197,CERTIFIED,05/18/2023
2022-C-002198,CERTIFIED,05/18/2023
2022-C-002199,REDEEMED,
2022-C-002200,REDEEMED,
2022-C-002201,REDEEMED,
2022-C-002202,REDEEMED,
2022-C-002203,CERTIFIED,05/18/2023
2022-C-002204,CERTIFIED,05/18/2023
2022-C-002205,CERTIFIED,05/18/2023
2022-C-002206,CERTIFIED,05/18/2023
2022-C-002207,CERTIFIED,05/18/2023
2022-C-002208,CERTIFIED,05/18/2023
2022-C-002209,CERTIFIED,05/18/2023
2022-C-002210,CERTIFIED,05/18/2023
2022-C-002211,CERTIFIED,05/18/2023
2022-C-002212,REDEEMED,
2022-C-002213,CERTIFIED,05/18/2023
2022-C-002214,CERTIFIED,05/18/2023
2022-C-002215,CERTIFIED,05/18/2023
2022-C-002216,CERTIFIED,05/18/2023
2022-C-002217,CERTIFIED,05/18/2023
2022-C-002218,CERTIFIED,05/18/2023
2022-C-002219,CERTIFIED,05/18/2023
2022-C-002220,CERTIFIED,05/18/2023
2022-C-002221,REDEEMED,
2022-C-002222,CERTIFIED,05/18/2023
2022-C-002223,CERTIFIED,05/18/2023
2022-C-002224,CERTIFIED,05/18/2023
2022-C-002225,CERTIFIED,05/18/2023
2022-C-002226,CERTIFIED,05/18/2023
2022-C-002227,CERTIFIED,05/18/2023
2022-C-002228,CERTIFIED,05/18/2023
2022-C-002229,CERTIFIED,05/18/2023
2022-C-002230,CERTIFIED,05/18/2023
2022-C-002231,CERTIFIED,05/18/2023
2022-C-002232,CERTIFIED,05/18/2023
2022-C-002233,CERTIFIED,05/18/2023
2022-C-002234,CERTIFIED,05/18/2023
2022-C-002235,CERTIFIED,05/18/2023
2022-C-002236,CERTIFIED,05/18/2023
2022-C-002237,CERTIFIED,05/18/2023
2022-C-002238,CERTIFIED,05/18/2023
2022-C-002239,CERTIFIED,05/18/2023
2022-C-002240,CERTIFIED,05/18/2023
2022-C-002241,CERTIFIED,05/18/2023
2022-C-002242,CERTIFIED,05/18/2023
2022-C-002243,CERTIFIED,05/18/2023
2022-C-002244,CERTIFIED,05/18/2023
2022-C-002245,REDEEMED,
2022-C-002246,CERTIFIED,05/18/2023
2022-C-002247,CERTIFIED,05/18/2023
2022-C-002248,CERTIFIED,05/18/2023
2022-C-002249,CERTIFIED,05/18/2023
2022-C-002250,CERTIFIED,05/18/2023
